table_schema,table_name,approx_rows
factset_ff_int_old,ff_advanced_der_ltm_ap,0
factset_ff_int_old,ff_advanced_der_ltm_eu,0
factset_ff_int_old,ff_advanced_der_qf_ap,0
factset_ff_int_old,ff_advanced_der_qf_eu,0
factset_ff_int_old,ff_advanced_der_r_af_ap,0
factset_ff_int_old,ff_advanced_der_r_af_eu,0
factset_ff_int_old,ff_advanced_der_r_ltm_ap,0
factset_ff_int_old,ff_advanced_der_r_ltm_eu,0
factset_ff_int_old,ff_advanced_der_r_qf_ap,0
factset_ff_int_old,ff_advanced_der_r_qf_eu,0
factset_ff_int_old,ff_advanced_der_r_saf_ap,0
factset_ff_int_old,ff_advanced_der_r_saf_eu,0
factset_ff_int_old,ff_advanced_der_r_ytd_ap,0
factset_ff_int_old,ff_advanced_der_r_ytd_eu,0
factset_ff_int_old,ff_advanced_der_saf_ap,0
factset_ff_int_old,ff_advanced_der_saf_eu,0
factset_ff_int_old,ff_advanced_der_ytd_ap,0
factset_ff_int_old,ff_advanced_der_ytd_eu,0
factset_ff_int_old,ff_advanced_ltm_ap,0
factset_ff_int_old,ff_advanced_ltm_eu,0
factset_ff_int_old,ff_advanced_qf_ap,0
factset_ff_int_old,ff_advanced_qf_eu,0
factset_ff_int_old,ff_advanced_r_af_ap,0
factset_ff_int_old,ff_basic_af_eu,0
factset_ff_int_old,ff_basic_af_ap,0
factset_ff_int_old,ff_auditors_int,0
factset_ff_int_old,ff_advanced_ytd_eu,0
factset_ff_int_old,ff_advanced_ytd_ap,0
factset_ff_int_old,ff_advanced_saf_eu,0
factset_ff_int_old,ff_advanced_saf_ap,0
factset_ff_int_old,ff_advanced_r_ytd_eu,0
factset_ff_int_old,ff_advanced_r_ytd_ap,0
factset_ff_int_old,ff_advanced_r_saf_eu,0
factset_ff_int_old,ff_advanced_r_saf_ap,0
factset_ff_int_old,ff_basic_der_ltm_ap,0
factset_ff_int_old,ff_basic_der_ltm_eu,0
factset_ff_int_old,ff_basic_der_qf_ap,0
factset_ff_int_old,ff_basic_der_qf_eu,0
factset_ff_int_old,ff_basic_der_r_af_ap,0
factset_ff_int_old,ff_basic_der_r_af_eu,0
factset_ff_int_old,ff_basic_der_r_ltm_ap,0
factset_ff_int_old,ff_basic_der_r_ltm_eu,0
factset_ff_int_old,ff_basic_der_r_qf_ap,0
factset_ff_int_old,ff_basic_der_r_qf_eu,0
factset_ff_int_old,ff_basic_der_r_saf_ap,0
factset_ff_int_old,ff_basic_der_r_saf_eu,0
factset_ff_int_old,ff_basic_der_r_ytd_ap,0
factset_ff_int_old,ff_basic_der_r_ytd_eu,0
factset_ff_int_old,ff_basic_der_saf_ap,0
factset_ff_int_old,ff_basic_der_saf_eu,0
factset_ff_int_old,ff_basic_der_af_eu,0
factset_ff_int_old,ff_basic_der_ytd_ap,0
factset_ff_int_old,ff_basic_der_ytd_eu,0
factset_ff_int_old,ff_basic_ltm_ap,0
factset_ff_int_old,ff_basic_ltm_eu,0
factset_ff_int_old,ff_basic_qf_ap,0
factset_ff_int_old,ff_basic_qf_eu,0
factset_ff_int_old,ff_basic_r_af_ap,0
factset_ff_int_old,ff_basic_r_af_eu,0
factset_ff_int_old,ff_basic_r_ltm_ap,0
factset_ff_int_old,ff_basic_r_ltm_eu,0
factset_ff_int_old,ff_basic_r_qf_ap,0
factset_ff_int_old,ff_basic_r_qf_eu,0
factset_ff_int_old,ff_basic_r_saf_ap,0
factset_ff_int_old,ff_basic_r_saf_eu,0
factset_ff_int_old,ff_basic_r_ytd_ap,0
factset_ff_int_old,ff_basic_r_ytd_eu,0
factset_ff_int_old,ff_basic_saf_ap,0
factset_ff_int_old,ff_basic_saf_eu,0
factset_ff_int_old,ff_basic_ytd_ap,0
factset_ff_int_old,ff_basic_ytd_eu,0
factset_ff_int_old,ff_sec_map_int,0
factset_ff_int_old,ff_segbus_af_ap,0
factset_ff_int_old,ff_segbus_af_eu,0
factset_ff_int_old,ff_segreg_af_ap,0
factset_ff_int_old,ff_segreg_af_eu,0
factset_ff_int_old,monthly_prices_final_int_v3,0
factset_ff_int_old,wrds_ffheader_int_v3,0
factset_ff_int_old,wrds_fund_af_int_v3,0
factset_ff_int_old,wrds_fund_ltm_int_v3,0
factset_ff_int_old,wrds_fund_r_af_int_v3,0
factset_ff_usc,ff_advanced_r_saf_am,0
factset_ff_usc,ff_basic_der_saf_am,0
factset_ff_usc,ff_advanced_r_ytd_am,0
factset_ff_usc,ff_basic_der_ytd_am,0
factset_ff_usc,ff_basic_saf_am,0
factset_ff_usc,ff_basic_ltm_am,0
factset_ff_usc,ff_advanced_saf_am,0
factset_ff_usc,wrds_fund_saf_usc_v3,0
factset_ff_usc,wrds_fund_r_af_usc_v3,0
factset_ff_usc,wrds_fund_qf_usc_v3,0
factset_ff_usc,wrds_fund_ltm_usc_v3,0
factset_ff_usc,wrds_fund_af_usc_v3,0
factset_ff_usc,ff_advanced_af_am,0
factset_ff_usc,ff_advanced_der_af_am,0
factset_ff_usc,wrds_ffheader_usc_v3,0
factset_ff_usc,ff_advanced_der_ltm_am,0
factset_ff_usc,ff_advanced_der_qf_am,0
factset_ff_usc,ff_advanced_der_r_af_am,0
factset_ff_usc,ff_advanced_der_r_ltm_am,0
factset_ff_usc,monthly_prices_final_usc_v3,0
factset_ff_usc,ff_advanced_der_r_qf_am,0
factset_ff_usc,ff_segreg_af_am,0
factset_ff_usc,ff_advanced_ytd_am,0
factset_ff_usc,cs3_monthly_prices_final_usc,0
factset_ff_usc,ff_basic_r_ytd_am,0
factset_ff_usc,ff_basic_qf_am,0
factset_ff_usc,ff_advanced_der_r_saf_am,0
factset_ff_usc,ff_basic_r_af_am,0
factset_ff_usc,ff_basic_r_saf_am,0
factset_ff_usc,ff_basic_af_am,0
factset_ff_usc,ff_basic_r_qf_am,0
factset_ff_usc,ff_basic_r_ltm_am,0
factset_ff_usc,ff_basic_cf_am,0
factset_ff_usc,ff_basic_der_af_am,0
factset_ff_usc,ff_basic_der_ltm_am,0
factset_ff_usc,ff_segbus_af_am,0
factset_ff_usc,ff_advanced_der_r_ytd_am,0
factset_ff_usc,ff_basic_der_qf_am,0
factset_ff_usc,ff_advanced_der_saf_am,0
factset_ff_usc,ff_advanced_der_ytd_am,0
factset_ff_usc,ff_sec_map_usc,0
factset_ff_usc,ff_basic_der_r_af_am,0
factset_ff_usc,ff_advanced_ltm_am,0
factset_ff_usc,ff_basic_ytd_am,0
factset_ff_usc,ff_advanced_qf_am,0
factset_ff_usc,ff_basic_der_r_ltm_am,0
factset_ff_usc,ff_basic_der_r_qf_am,0
factset_ff_usc,ff_advanced_r_af_am,0
factset_ff_usc,ff_basic_der_r_saf_am,0
factset_ff_usc,ff_advanced_r_ltm_am,0
factset_ff_usc,ff_basic_der_r_ytd_am,0
factset_ff_usc,ff_advanced_r_qf_am,0
factset_ff_usc_old,ff_advanced_r_qf_am,0
factset_ff_usc_old,cs3_monthly_prices_final_usc,0
factset_ff_usc_old,ff_advanced_af_am,0
factset_ff_usc_old,ff_advanced_der_af_am,0
factset_ff_usc_old,ff_advanced_der_ltm_am,0
factset_ff_usc_old,ff_advanced_der_qf_am,0
factset_ff_usc_old,ff_advanced_der_r_af_am,0
factset_ff_usc_old,ff_advanced_der_r_ltm_am,0
factset_ff_usc_old,ff_advanced_der_r_qf_am,0
factset_ff_usc_old,ff_advanced_der_r_saf_am,0
factset_ff_usc_old,ff_advanced_der_r_ytd_am,0
factset_ff_usc_old,ff_advanced_der_saf_am,0
factset_ff_usc_old,ff_advanced_der_ytd_am,0
factset_ff_usc_old,ff_advanced_ltm_am,0
factset_ff_usc_old,ff_advanced_qf_am,0
factset_ff_usc_old,ff_advanced_r_af_am,0
factset_ff_usc_old,ff_advanced_r_ltm_am,0
factset_ff_usc_old,ff_advanced_r_saf_am,0
factset_ff_usc_old,ff_advanced_r_ytd_am,0
factset_ff_usc_old,ff_advanced_saf_am,0
factset_ff_usc_old,ff_advanced_ytd_am,0
factset_ff_usc_old,ff_basic_af_am,0
factset_ff_usc_old,ff_basic_cf_am,0
factset_ff_usc_old,ff_basic_der_af_am,0
factset_ff_usc_old,ff_basic_der_ltm_am,0
factset_ff_usc_old,ff_basic_der_qf_am,0
factset_ff_usc_old,ff_basic_der_r_af_am,0
factset_ff_usc_old,ff_basic_der_r_ltm_am,0
factset_ff_usc_old,ff_basic_der_r_qf_am,0
factset_ff_usc_old,ff_basic_der_r_saf_am,0
factset_ff_usc_old,ff_basic_der_r_ytd_am,0
