"investor_id","investor_type","first_idx","last_idx","obs_hi","obs_lo","n_obs","elig_hi","elig_lo","cov_hi","cov_lo","span","cycle"
"04M23N-E","OEF",63,84,11,10,21,4,4,2.75,2.5,22,"quarterly"
"04M249-E","OEF",64,75,6,6,12,1,2,6,3,12,"too short to classify"
"04M24W-E","OEF",67,82,7,7,14,5,5,1.4,1.4,16,"quarterly"
"04M254-E","OEF",66,78,7,0,7,4,3,1.75,0,13,"too short to classify"
"04M255-E","OEF",66,82,5,0,5,3,2,1.66666666666667,0,17,"too short to classify"
"04M25D-E","OEF",66,85,7,7,14,4,4,1.75,1.75,20,"quarterly"
"04M25F-E","OEF",64,85,9,11,20,6,7,1.5,1.57142857142857,22,"quarterly"
"04M25Q-E","OEF",84,84,1,0,1,7,6,0.142857142857143,0,1,"intermittent"
"04M25T-E","ETF",66,85,9,6,15,6,7,1.5,0.857142857142857,20,"quarterly"
"04M25V-E","OEF",78,85,4,2,6,6,6,0.666666666666667,0.333333333333333,8,"intermittent"
"04M25W-E","OEF",64,84,11,0,11,6,6,1.83333333333333,0,21,"semi-annual (skips Q1/Q3)"
"04M261-E","OEF",63,84,11,10,21,6,6,1.83333333333333,1.66666666666667,22,"quarterly"
"04M264-E","ETF",65,85,10,11,21,6,6,1.66666666666667,1.83333333333333,21,"quarterly"
"04M267-E","OEF",69,81,0,6,6,4,4,0,1.5,13,"inverse (skips Q2/Q4)"
"04M26D-E","OEF",65,83,0,6,6,6,7,0,0.857142857142857,19,"inverse (skips Q2/Q4)"
"04M26W-E","OEF",64,85,8,8,16,7,8,1.14285714285714,1,22,"quarterly"
"04M26X-E","OEF",64,85,11,8,19,6,6,1.83333333333333,1.33333333333333,22,"quarterly"
"04M27H-E","OEF",74,79,3,2,5,3,4,1,0.5,6,"too short to classify"
"04M27P-E","OEF",66,73,4,3,7,0,1,4,3,8,"too short to classify"
"04M27T-E","OEF",68,85,8,8,16,6,7,1.33333333333333,1.14285714285714,18,"quarterly"
"04M27V-E","CEF",66,74,5,4,9,1,1,5,4,9,"too short to classify"
"04M284-E","OEF",62,65,2,2,4,-7,-7,2,2,4,"too short to classify"
"04M28H-E","ETF",65,75,5,6,11,1,2,5,3,11,"too short to classify"
"04M28M-E","OEF",63,74,6,6,12,1,0,6,6,12,"too short to classify"
"04M28Q-E","OEF",63,81,9,9,18,3,3,3,3,19,"too short to classify"
"04M28R-E","OEF",63,70,4,4,8,0,-1,4,4,8,"too short to classify"
"04M28S-E","OEF",64,80,6,5,11,4,3,1.5,1.66666666666667,17,"too short to classify"
"04M28T-E","OEF",63,65,1,2,3,-7,-7,1,2,3,"too short to classify"
"04M29M-E","OEF",69,72,2,2,4,-1,-2,2,2,4,"too short to classify"
"04M29S-E","ETF",65,85,10,11,21,6,7,1.66666666666667,1.57142857142857,21,"quarterly"
"04M29V-E","ETF",65,85,10,11,21,5,5,2,2.2,21,"quarterly"
"04M29Y-E","ETF",65,85,10,11,21,7,7,1.42857142857143,1.57142857142857,21,"quarterly"
"04M2B1-E","ETF",65,85,10,11,21,7,7,1.42857142857143,1.57142857142857,21,"quarterly"
"04M2B2-E","OEF",63,84,6,2,8,6,6,1,0.333333333333333,22,"intermittent"
"04M2B3-E","OEF",63,84,6,7,13,6,6,1,1.16666666666667,22,"quarterly"
"04M2B4-E","OEF",62,84,8,0,8,5,5,1.6,0,23,"semi-annual (skips Q1/Q3)"
"04M2B8-E","OEF",64,74,2,0,2,1,1,2,0,11,"too short to classify"
"04M2BH-E","OEF",63,76,5,4,9,2,2,2.5,2,14,"too short to classify"
"04M2BJ-E","ETF",66,85,10,10,20,7,8,1.42857142857143,1.25,20,"quarterly"
"04M2BM-E","OEF",62,84,12,0,12,5,5,2.4,0,23,"semi-annual (skips Q1/Q3)"
"04M2BP-E","OEF",64,70,3,0,3,-4,-5,3,0,7,"too short to classify"
"04M2BS-E","OEF",64,84,11,0,11,7,6,1.57142857142857,0,21,"semi-annual (skips Q1/Q3)"
"04M2BW-E","OEF",63,84,8,7,15,7,7,1.14285714285714,1,22,"quarterly"
"04M2C2-E","OEF",62,81,9,7,16,5,5,1.8,1.4,20,"quarterly"
"04M2CB-E","ETF",65,85,10,11,21,3,4,3.33333333333333,2.75,21,"too short to classify"
"04M2CL-E","ETF",65,78,7,7,14,-1,-2,7,7,14,"too short to classify"
"04M2CP-E","OEF",63,83,0,6,6,1,1,0,6,21,"too short to classify"
"04M2D9-E","OEF",74,85,6,6,12,6,7,1,0.857142857142857,12,"quarterly"
"04M2DC-E","OEF",68,85,9,3,12,6,6,1.5,0.5,18,"intermittent"
"04M2DG-E","OEF",66,77,4,2,6,1,1,4,2,12,"too short to classify"
"04M2DJ-E","OEF",65,67,1,2,3,-2,-1,1,2,3,"too short to classify"
"04M2DX-E","OEF",80,84,3,2,5,6,5,0.5,0.4,5,"intermittent"
"04M2F5-E","ETF",67,85,9,10,19,2,3,4.5,3.33333333333333,19,"too short to classify"
"04M2F8-E","ETF",66,85,10,10,20,7,7,1.42857142857143,1.42857142857143,20,"quarterly"
"04M2F9-E","OEF",62,73,6,6,12,0,1,6,6,12,"too short to classify"
"04M2G7-E","OEF",69,84,6,5,11,6,6,1,0.833333333333333,16,"quarterly"
"04M2G8-E","OEF",66,85,9,10,19,6,6,1.5,1.66666666666667,20,"quarterly"
"04M2GG-E","ETF",66,85,8,7,15,8,8,1,0.875,20,"quarterly"
"04M2GJ-E","CEF",63,73,5,6,11,1,2,5,3,11,"too short to classify"
"04M2GL-E","ETF",65,85,10,11,21,7,8,1.42857142857143,1.375,21,"quarterly"
"04M2GM-E","ETF",65,85,10,11,21,7,8,1.42857142857143,1.375,21,"quarterly"
"04M2GV-E","OEF",74,74,1,0,1,3,2,0.333333333333333,0,1,"too short to classify"
"04M2HW-E","OEF",63,64,1,1,2,-3,-3,1,1,2,"too short to classify"
"04M2J1-E","OEF",63,84,9,9,18,7,7,1.28571428571429,1.28571428571429,22,"quarterly"
"04M2J3-E","OEF",63,84,11,9,20,7,7,1.57142857142857,1.28571428571429,22,"quarterly"
"04M2J5-E","OEF",63,68,3,3,6,-1,-1,3,3,6,"too short to classify"
"04M2JK-E","OEF",63,84,9,9,18,7,7,1.28571428571429,1.28571428571429,22,"quarterly"
"04M2JX-E","OEF",64,78,8,0,8,4,3,2,0,15,"too short to classify"
"04M2KH-E","OEF",64,84,8,0,8,8,7,1,0,21,"semi-annual (skips Q1/Q3)"
"04M2KJ-E","ETF",65,85,10,11,21,8,8,1.25,1.375,21,"quarterly"
"04M2KP-E","OEF",63,73,5,6,11,-3,-2,5,6,11,"too short to classify"
"04M2KS-E","OEF",67,82,8,8,16,5,4,1.6,2,16,"quarterly"
"04M2L4-E","OEF",64,84,10,0,10,2,1,5,0,21,"too short to classify"
"04M2L9-E","OEF",63,80,7,7,14,2,1,3.5,7,18,"too short to classify"
"04M2LL-E","OEF",68,69,1,1,2,-4,-3,1,1,2,"too short to classify"
"04M2LW-E","OEF",62,84,12,9,21,8,7,1.5,1.28571428571429,23,"quarterly"
"04M2LX-E","ETF",65,68,2,2,4,-4,-4,2,2,4,"too short to classify"
"04M2LZ-E","OEF",62,84,12,10,22,6,5,2,2,23,"quarterly"
"04M2M0-E","OEF",63,78,8,6,14,4,3,2,2,16,"too short to classify"
"04M2M5-E","OEF",62,84,12,9,21,8,7,1.5,1.28571428571429,23,"quarterly"
"04M2MN-E","OEF",63,70,4,4,8,-1,-2,4,4,8,"too short to classify"
"04M2MP-E","ETF",65,85,10,11,21,3,4,3.33333333333333,2.75,21,"too short to classify"
"04M2N6-E","OEF",68,71,2,2,4,1,1,2,2,4,"too short to classify"
"04M2N7-E","OEF",63,81,0,5,5,6,6,0,0.833333333333333,19,"inverse (skips Q2/Q4)"
"04M2NC-E","OEF",74,85,5,5,10,7,8,0.714285714285714,0.625,12,"intermittent"
"04M2ND-E","ETF",65,78,7,7,14,4,4,1.75,1.75,14,"quarterly"
"04M2NF-E","OEF",76,76,1,0,1,4,3,0.25,0,1,"too short to classify"
"04M2NN-E","ETF",66,82,6,4,10,2,1,3,4,17,"too short to classify"
"04M2NQ-E","OEF",64,82,4,2,6,5,4,0.8,0.5,19,"intermittent"
"04M2NV-E","OEF",64,70,2,1,3,-1,-2,2,1,7,"too short to classify"
"04M2NW-E","OEF",64,73,3,1,4,1,2,3,0.5,10,"too short to classify"
"04M2NX-E","OEF",64,81,8,5,13,6,6,1.33333333333333,0.833333333333333,18,"quarterly"
"04M2P0-E","OEF",73,85,4,5,9,8,8,0.5,0.625,13,"intermittent"
"04M2P8-E","OEF",63,85,11,11,22,6,7,1.83333333333333,1.57142857142857,23,"quarterly"
"04M2PB-E","OEF",65,85,0,11,11,4,4,0,2.75,21,"inverse (skips Q2/Q4)"
"04M2PZ-E","OEF",65,84,10,10,20,7,7,1.42857142857143,1.42857142857143,20,"quarterly"
"04M2QJ-E","OEF",65,85,10,11,21,2,3,5,3.66666666666667,21,"too short to classify"
"04M2RJ-E","OEF",64,77,5,5,10,3,4,1.66666666666667,1.25,14,"too short to classify"
"04M2RK-E","OEF",64,77,7,5,12,2,2,3.5,2.5,14,"too short to classify"
"04M2RQ-E","OEF",68,85,8,9,17,1,2,8,4.5,18,"too short to classify"
"04M2S7-E","OEF",63,71,4,5,9,-2,-2,4,5,9,"too short to classify"
"04M2SB-E","OEF",63,66,2,2,4,-3,-4,2,2,4,"too short to classify"
"04M2SM-E","OEF",62,66,3,2,5,-3,-3,3,2,5,"too short to classify"
"04M2SN-E","ETF",66,84,10,0,10,6,5,1.66666666666667,0,19,"semi-annual (skips Q1/Q3)"
"04M2ST-E","OEF",66,84,10,6,16,6,6,1.66666666666667,1,19,"quarterly"
"04M2T1-E","ETF",65,85,10,11,21,8,8,1.25,1.375,21,"quarterly"
"04M2T4-E","ETF",66,85,10,10,20,6,6,1.66666666666667,1.66666666666667,20,"quarterly"
"04M2TB-E","OEF",63,85,11,12,23,6,6,1.83333333333333,2,23,"quarterly"
"04M2TC-E","OEF",70,85,7,7,14,5,5,1.4,1.4,16,"quarterly"
"04M2VS-E","OEF",62,72,6,5,11,1,1,6,5,11,"too short to classify"
"04M2VY-E","ETF",65,85,9,10,19,7,8,1.28571428571429,1.25,21,"quarterly"
"04M2W0-E","OEF",63,84,10,9,19,6,6,1.66666666666667,1.5,22,"quarterly"
"04M2W2-E","OEF",64,84,11,0,11,5,5,2.2,0,21,"semi-annual (skips Q1/Q3)"
"04M2WT-E","OEF",64,73,5,5,10,0,0,5,5,10,"too short to classify"
"04M2WX-E","OEF",75,84,4,3,7,6,6,0.666666666666667,0.5,10,"intermittent"
"04M2Y4-E","ETF",65,85,10,11,21,5,5,2,2.2,21,"quarterly"
"04M2YF-E","OEF",63,65,0,2,2,-3,-2,0,2,3,"too short to classify"
"04M2YH-E","OEF",65,81,0,8,8,4,5,0,1.6,17,"inverse (skips Q2/Q4)"
"04M2YT-E","OEF",64,84,11,9,20,4,3,2.75,3,21,"too short to classify"
"04M2YX-E","ETF",66,85,7,2,9,8,8,0.875,0.25,20,"intermittent"
"04M2ZD-E","OEF",64,74,6,0,6,-1,-1,6,0,11,"too short to classify"
"04M2ZF-E","OEF",66,85,10,10,20,9,9,1.11111111111111,1.11111111111111,20,"quarterly"
"04M2ZJ-E","OEF",68,72,3,0,3,0,0,3,0,5,"too short to classify"
"04M2ZK-E","OEF",67,76,3,4,7,0,0,3,4,10,"too short to classify"
"04M2ZM-E","OEF",62,74,7,6,13,0,0,7,6,13,"too short to classify"
"04M2ZN-E","OEF",64,76,7,5,12,2,1,3.5,5,13,"too short to classify"
"04M2ZW-E","OEF",64,83,10,9,19,5,6,2,1.5,20,"quarterly"
"04M2ZY-E","OEF",64,74,6,5,11,2,1,3,5,11,"too short to classify"
"04M300-E","OEF",67,85,9,10,19,6,6,1.5,1.66666666666667,19,"quarterly"
"04M301-E","OEF",64,84,8,7,15,6,5,1.33333333333333,1.4,21,"quarterly"
"04M309-E","OEF",67,82,8,8,16,3,2,2.66666666666667,4,16,"too short to classify"
"04M30D-E","OEF",73,85,5,6,11,6,6,0.833333333333333,1,13,"quarterly"
"04M30F-E","OEF",73,79,2,3,5,1,1,2,3,7,"too short to classify"
"04M311-E","ETF",65,85,10,11,21,6,7,1.66666666666667,1.57142857142857,21,"quarterly"
"04M315-E","OEF",64,84,11,0,11,7,6,1.57142857142857,0,21,"semi-annual (skips Q1/Q3)"
"04M32X-E","OEF",71,82,5,6,11,5,4,1,1.5,12,"quarterly"
"04M331-E","ETF",65,85,10,11,21,6,6,1.66666666666667,1.83333333333333,21,"quarterly"
"04M332-E","OEF",67,67,0,1,1,-3,-3,0,1,1,"too short to classify"
"04M335-E","ETF",66,85,10,8,18,5,6,2,1.33333333333333,20,"quarterly"
"04M337-E","OEF",71,73,1,2,3,-1,0,1,2,3,"too short to classify"
"04M339-E","ETF",65,73,4,5,9,0,0,4,5,9,"too short to classify"
"04M33H-E","OEF",65,78,4,4,8,3,3,1.33333333333333,1.33333333333333,14,"too short to classify"
"04M345-E","ETF",65,85,10,11,21,6,6,1.66666666666667,1.83333333333333,21,"quarterly"
"04M35B-E","ETF",65,85,10,11,21,6,6,1.66666666666667,1.83333333333333,21,"quarterly"
"04M35C-E","ETF",65,82,9,9,18,5,4,1.8,2.25,18,"quarterly"
"04M35D-E","ETF",65,85,10,11,21,3,4,3.33333333333333,2.75,21,"too short to classify"
"04M35J-E","OEF",62,73,5,6,11,-3,-2,5,6,12,"too short to classify"
"04M35Y-E","OEF",64,85,11,11,22,3,4,3.66666666666667,2.75,22,"too short to classify"
"04M361-E","OEF",63,82,7,6,13,3,2,2.33333333333333,3,20,"too short to classify"
"04M36M-E","OEF",65,85,9,11,20,6,6,1.5,1.83333333333333,21,"quarterly"
"04M36X-E","OEF",65,85,10,11,21,10,10,1,1.1,21,"quarterly"
"04M371-E","OEF",54,85,16,13,29,11,11,1.45454545454545,1.18181818181818,32,"quarterly"
"04M376-E","OEF",64,77,7,6,13,10,10,0.7,0.6,14,"intermittent"
"04M37C-E","CEF",74,80,4,2,6,4,4,1,0.5,7,"intermittent"
"04M381-E","ETF",74,85,6,6,12,6,6,1,1,12,"quarterly"
"04M382-E","ETF",74,83,4,5,9,5,5,0.8,1,10,"quarterly"
"04M385-E","ETF",74,85,6,6,12,6,6,1,1,12,"quarterly"
"04M38B-E","ETF",74,85,5,6,11,6,7,0.833333333333333,0.857142857142857,12,"quarterly"
"04M38C-E","ETF",73,85,5,7,12,6,6,0.833333333333333,1.16666666666667,13,"quarterly"
"04M38S-E","ETF",66,85,10,10,20,3,4,3.33333333333333,2.5,20,"too short to classify"
"04M392-E","OEF",64,77,7,7,14,2,2,3.5,3.5,14,"too short to classify"
"04M39C-E","OEF",64,78,8,6,14,4,3,2,2,15,"too short to classify"
"04M39P-E","OEF",69,84,5,6,11,6,5,0.833333333333333,1.2,16,"quarterly"
"04M39S-E","ETF",66,82,8,0,8,6,5,1.33333333333333,0,17,"semi-annual (skips Q1/Q3)"
"04M3B0-E","OEF",64,75,6,6,12,1,2,6,3,12,"too short to classify"
"04M3B2-E","OEF",66,84,9,0,9,11,10,0.818181818181818,0,19,"semi-annual (skips Q1/Q3)"
"04M3B4-E","OEF",63,85,11,12,23,10,10,1.1,1.2,23,"quarterly"
"04M3B5-E","OEF",63,84,10,10,20,6,5,1.66666666666667,2,22,"quarterly"
"04M3B7-E","OEF",62,85,12,12,24,4,5,3,2.4,24,"quarterly"
"04M3B9-E","OEF",64,67,1,2,3,-5,-4,1,2,4,"too short to classify"
"04M3BG-E","ETF",67,85,9,10,19,4,5,2.25,2,19,"quarterly"
"04M3BK-E","ETF",66,85,9,10,19,7,7,1.28571428571429,1.42857142857143,20,"quarterly"
"04M3BL-E","OEF",66,84,10,0,10,3,2,3.33333333333333,0,19,"too short to classify"
"04M3BQ-E","OEF",63,85,11,12,23,6,7,1.83333333333333,1.71428571428571,23,"quarterly"
"04M3BR-E","OEF",63,85,11,12,23,4,5,2.75,2.4,23,"quarterly"
"04M3BT-E","OEF",63,85,11,12,23,5,6,2.2,2,23,"quarterly"
"04M3CJ-E","OEF",64,78,8,6,14,1,1,8,6,15,"too short to classify"
"04M3CL-E","OEF",70,70,1,0,1,-1,-2,1,0,1,"too short to classify"
"04M3CS-E","OEF",66,85,4,3,7,6,6,0.666666666666667,0.5,20,"intermittent"
"04M3CT-E","OEF",72,84,6,0,6,5,4,1.2,0,13,"semi-annual (skips Q1/Q3)"
"04M3CW-E","OEF",64,76,7,6,13,2,2,3.5,3,13,"too short to classify"
"04M3CY-E","OEF",64,82,9,2,11,6,5,1.5,0.4,19,"intermittent"
"04M3D1-E","OEF",66,85,10,4,14,2,2,5,2,20,"too short to classify"
"04M3DX-E","OEF",64,68,2,0,2,-2,-2,2,0,5,"too short to classify"
"04M3F2-E","OEF",77,80,2,1,3,5,4,0.4,0.25,4,"intermittent"
"04M3FD-E","OEF",66,79,7,5,12,1,1,7,5,14,"too short to classify"
"04M3FF-E","OEF",66,85,10,8,18,7,7,1.42857142857143,1.14285714285714,20,"quarterly"
"04M3FN-E","OEF",67,73,0,4,4,0,0,0,4,7,"too short to classify"
"04M3FT-E","OEF",66,82,6,6,12,5,4,1.2,1.5,17,"quarterly"
"04M3G1-E","OEF",74,74,1,0,1,1,0,1,0,1,"too short to classify"
"04M3GC-E","ETF",66,70,3,2,5,0,-1,3,2,5,"too short to classify"
"04M3GH-E","OEF",80,85,3,3,6,6,7,0.5,0.428571428571429,6,"intermittent"
"04M3GN-E","OEF",80,85,3,3,6,6,7,0.5,0.428571428571429,6,"intermittent"
"04M3GX-E","OEF",66,66,1,0,1,-1,-1,1,0,1,"too short to classify"
"04M3GZ-E","OEF",66,82,5,0,5,1,0,5,0,17,"too short to classify"
"04M3H3-E","OEF",68,85,9,9,18,5,5,1.8,1.8,18,"quarterly"
"04M3H6-E","OEF",66,82,9,0,9,4,4,2.25,0,17,"semi-annual (skips Q1/Q3)"
"04M3H7-E","OEF",74,74,1,0,1,1,1,1,0,1,"too short to classify"
"04M3HP-E","OEF",72,82,6,0,6,5,5,1.2,0,11,"semi-annual (skips Q1/Q3)"
"04M3HS-E","OEF",64,85,11,10,21,7,7,1.57142857142857,1.42857142857143,22,"quarterly"
"04M3HX-E","OEF",62,85,11,10,21,6,7,1.83333333333333,1.42857142857143,24,"quarterly"
"04M3J0-E","OEF",66,84,6,5,11,6,6,1,0.833333333333333,19,"quarterly"
"04M3J1-E","OEF",66,82,7,0,7,5,4,1.4,0,17,"semi-annual (skips Q1/Q3)"
"04M3JD-E","OEF",63,70,4,4,8,-1,-2,4,4,8,"too short to classify"
"04M3JN-E","ETF",66,78,6,4,10,3,3,2,1.33333333333333,13,"too short to classify"
"04M3JR-E","ETF",65,85,10,11,21,4,5,2.5,2.2,21,"quarterly"
"04M3JW-E","OEF",69,85,8,6,14,5,5,1.6,1.2,17,"quarterly"
"04M3K4-E","ETF",65,84,10,10,20,6,6,1.66666666666667,1.66666666666667,20,"quarterly"
"04M3K9-E","OEF",61,84,9,8,17,6,5,1.5,1.6,24,"quarterly"
"04M3KF-E","OEF",62,78,5,0,5,3,2,1.66666666666667,0,17,"too short to classify"
"04M3KH-E","OEF",66,85,9,10,19,6,6,1.5,1.66666666666667,20,"quarterly"
"04M3KK-E","OEF",60,64,2,0,2,-4,-4,2,0,5,"too short to classify"
"04M3L4-E","OEF",68,85,8,8,16,4,5,2,1.6,18,"quarterly"
"04M3L5-E","OEF",71,85,6,7,13,5,6,1.2,1.16666666666667,15,"quarterly"
"04M3L9-E","OEF",71,85,6,7,13,6,7,1,1,15,"quarterly"
"04M3LG-E","OEF",64,81,9,9,18,3,3,3,3,18,"too short to classify"
"04M3LJ-E","OEF",65,85,10,10,20,5,6,2,1.66666666666667,21,"quarterly"
"04M3LP-E","ETF",66,85,10,10,20,5,5,2,2,20,"quarterly"
"04M3LR-E","ETF",66,85,10,10,20,6,6,1.66666666666667,1.66666666666667,20,"quarterly"
"04M3LW-E","OEF",70,84,8,0,8,6,6,1.33333333333333,0,15,"semi-annual (skips Q1/Q3)"
"04M3M2-E","OEF",64,84,10,9,19,5,4,2,2.25,21,"quarterly"
"04M3M3-E","OEF",65,85,10,11,21,5,5,2,2.2,21,"quarterly"
"04M3M9-E","ETF",75,85,5,6,11,6,7,0.833333333333333,0.857142857142857,11,"quarterly"
"04M3MC-E","OEF",64,85,8,9,17,3,3,2.66666666666667,3,22,"too short to classify"
"04M3MD-E","OEF",64,85,9,10,19,6,6,1.5,1.66666666666667,22,"quarterly"
"04M3MF-E","OEF",64,85,9,10,19,6,7,1.5,1.42857142857143,22,"quarterly"
"04M3MG-E","OEF",65,85,9,10,19,4,4,2.25,2.5,21,"quarterly"
"04M3MX-E","OEF",66,74,4,0,4,0,-1,4,0,9,"too short to classify"
"04M3MY-E","OEF",65,85,10,11,21,6,6,1.66666666666667,1.83333333333333,21,"quarterly"
"04M3N2-E","OEF",73,75,0,2,2,1,1,0,2,3,"too short to classify"
"04M3NB-E","OEF",67,84,9,8,17,6,6,1.5,1.33333333333333,18,"quarterly"
"04M3NG-E","OEF",67,85,8,9,17,6,6,1.33333333333333,1.5,19,"quarterly"
"04M3NL-E","OEF",82,84,2,0,2,5,5,0.4,0,3,"intermittent"
"04M3NP-E","OEF",64,85,10,10,20,6,6,1.66666666666667,1.66666666666667,22,"quarterly"
"04M3NR-E","OEF",64,70,4,2,6,-1,-2,4,2,7,"too short to classify"
"04M3NX-E","OEF",64,64,1,0,1,-5,-5,1,0,1,"too short to classify"
"04M3NY-E","OEF",64,68,3,0,3,-3,-3,3,0,5,"too short to classify"
"04M3NZ-E","OEF",66,74,4,0,4,1,1,4,0,9,"too short to classify"
"04M3PN-E","ETF",66,85,10,10,20,6,6,1.66666666666667,1.66666666666667,20,"quarterly"
"04M3PP-E","ETF",65,85,10,11,21,6,6,1.66666666666667,1.83333333333333,21,"quarterly"
"04M3PR-E","ETF",65,85,10,11,21,6,6,1.66666666666667,1.83333333333333,21,"quarterly"
"04M3PV-E","ETF",65,85,10,11,21,6,7,1.66666666666667,1.57142857142857,21,"quarterly"
"04M3Q4-E","ETF",65,85,10,11,21,6,6,1.66666666666667,1.83333333333333,21,"quarterly"
"04M3QG-E","OEF",64,85,11,11,22,5,6,2.2,1.83333333333333,22,"quarterly"
"04M3QS-E","OEF",69,85,8,9,17,5,6,1.6,1.5,17,"quarterly"
"04M3QZ-E","OEF",68,80,7,0,7,3,3,2.33333333333333,0,13,"too short to classify"
"04M3R0-E","OEF",64,85,11,11,22,5,6,2.2,1.83333333333333,22,"quarterly"
"04M3R5-E","ETF",67,85,6,6,12,5,6,1.2,1,19,"quarterly"
"04M3R6-E","OEF",71,76,3,3,6,2,1,1.5,3,6,"too short to classify"
"04M3RP-E","OEF",72,80,3,0,3,3,2,1,0,9,"too short to classify"
"04M3RX-E","ETF",66,85,5,4,9,2,2,2.5,2,20,"too short to classify"
"04M3S0-E","ETF",75,85,5,6,11,2,2,2.5,3,11,"too short to classify"
"04M3S3-E","OEF",78,82,3,0,3,1,0,3,0,5,"too short to classify"
"04M3SB-E","OEF",65,85,10,11,21,2,2,5,5.5,21,"too short to classify"
"04M3SC-E","OEF",64,67,2,2,4,-2,-2,2,2,4,"too short to classify"
"04M3SD-E","OEF",65,85,9,11,20,6,6,1.5,1.83333333333333,21,"quarterly"
"04M3SK-E","OEF",65,66,1,1,2,-3,-4,1,1,2,"too short to classify"
"04M3SY-E","OEF",64,81,9,8,17,4,4,2.25,2,18,"quarterly"
"04M3T0-E","OEF",64,84,11,0,11,2,1,5.5,0,21,"too short to classify"
"04M3T3-E","OEF",65,84,10,9,19,5,4,2,2.25,20,"quarterly"
"04M3TC-E","OEF",65,85,10,11,21,4,4,2.5,2.75,21,"quarterly"
"04M3TH-E","OEF",73,83,0,5,5,4,5,0,1,11,"inverse (skips Q2/Q4)"
"04M3TL-E","OEF",66,85,8,8,16,6,6,1.33333333333333,1.33333333333333,20,"quarterly"
"04M3TQ-E","OEF",65,82,9,9,18,3,2,3,4.5,18,"too short to classify"
"04M3TS-E","OEF",64,84,9,0,9,5,5,1.8,0,21,"semi-annual (skips Q1/Q3)"
"04M3TX-E","OEF",70,84,8,0,8,7,6,1.14285714285714,0,15,"semi-annual (skips Q1/Q3)"
"04M3TY-E","OEF",63,85,11,12,23,6,6,1.83333333333333,2,23,"quarterly"
"04M3V5-E","ETF",66,85,10,10,20,6,6,1.66666666666667,1.66666666666667,20,"quarterly"
"04M3V8-E","OEF",64,85,10,10,20,5,6,2,1.66666666666667,22,"quarterly"
"04M3VC-E","OEF",69,85,7,8,15,5,5,1.4,1.6,17,"quarterly"
"04M3VL-E","OEF",80,84,3,0,3,5,5,0.6,0,5,"intermittent"
"04M3VX-E","ETF",63,85,10,8,18,6,6,1.66666666666667,1.33333333333333,23,"quarterly"
"04M3W0-E","ETF",65,85,10,11,21,6,6,1.66666666666667,1.83333333333333,21,"quarterly"
"04M3W3-E","ETF",63,85,10,9,19,5,5,2,1.8,23,"quarterly"
"04M3W4-E","OEF",80,84,3,0,3,6,5,0.5,0,5,"intermittent"
"04M3W5-E","ETF",63,85,8,9,17,6,6,1.33333333333333,1.5,23,"quarterly"
"04M3WJ-E","OEF",63,85,11,12,23,6,6,1.83333333333333,2,23,"quarterly"
"04M3WL-E","OEF",60,84,11,0,11,5,5,2.2,0,25,"semi-annual (skips Q1/Q3)"
"04M3WN-E","OEF",66,84,10,0,10,6,5,1.66666666666667,0,19,"semi-annual (skips Q1/Q3)"
"04M3WT-E","ETF",66,68,2,1,3,-2,-3,2,1,3,"too short to classify"
"04M3WV-E","ETF",66,68,2,1,3,-5,-5,2,1,3,"too short to classify"
"04M3WZ-E","OEF",65,85,10,11,21,6,6,1.66666666666667,1.83333333333333,21,"quarterly"
"04M3X8-E","ETF",63,79,8,6,14,2,2,4,3,17,"too short to classify"
"04M3XB-E","OEF",65,71,3,2,5,-1,0,3,2,7,"too short to classify"
"04M3XF-E","OEF",63,85,10,8,18,5,5,2,1.6,23,"quarterly"
"04M3XG-E","OEF",66,85,9,10,19,6,6,1.5,1.66666666666667,20,"quarterly"
"04M3XK-E","OEF",66,84,10,0,10,5,4,2,0,19,"semi-annual (skips Q1/Q3)"
"04M3XL-E","OEF",65,84,7,5,12,2,2,3.5,2.5,20,"too short to classify"
"04M3XN-E","OEF",72,84,4,0,4,4,3,1,0,13,"too short to classify"
"04M3XR-E","OEF",67,85,9,8,17,4,4,2.25,2,19,"quarterly"
"04M3XX-E","OEF",63,85,10,9,19,3,4,3.33333333333333,2.25,23,"too short to classify"
"04M3Y3-E","OEF",64,82,8,4,12,4,3,2,1.33333333333333,19,"too short to classify"
"04M3Y5-E","OEF",63,85,10,10,20,6,6,1.66666666666667,1.66666666666667,23,"quarterly"
"04M3Y7-E","OEF",64,83,9,10,19,3,3,3,3.33333333333333,20,"too short to classify"
"04M3YB-E","OEF",66,82,9,8,17,4,4,2.25,2,17,"quarterly"
"04M3YL-E","OEF",63,85,9,11,20,5,6,1.8,1.83333333333333,23,"quarterly"
"04M3YP-E","OEF",70,84,8,7,15,5,5,1.6,1.4,15,"quarterly"
"04M3YT-E","OEF",66,82,3,1,4,4,4,0.75,0.25,17,"intermittent"
"04M3YX-E","OEF",71,85,4,5,9,5,6,0.8,0.833333333333333,15,"quarterly"
"04M3ZK-E","OEF",67,84,9,3,12,6,5,1.5,0.6,18,"intermittent"
"04M3ZP-E","OEF",63,81,8,8,16,4,4,2,2,19,"quarterly"
"04M3ZT-E","OEF",63,64,1,1,2,-6,-6,1,1,2,"too short to classify"
"04M3ZX-E","OEF",66,69,2,2,4,-4,-4,2,2,4,"too short to classify"
